id,№,name,name_en,name_type,status,marki,sity,adress,x,y,telefon,site,time,time2,Способы оплаты
S1133,96,АВТОПАРИТЕТ,AVTOPARITET,АВТОПАРИТЕТ. автотехцентр,Независимый,Все марки,Москва,Высоковольтный проезд. 1 ст48,37.59489649,55.87528853,8-926-227-82-36,www.autoparity.ru,,,Наличный расчет. Оплата через банк. через банк
S1134,97,Автопарк,Avtopark,Автопарк. автосервис,Независимый,Все марки,Москва,Верейская. 29 ст2,37.42688913,55.71267961,(495) 725-06-04,нет,11:00-20:00,выходной,Наличный расчет. Оплата через банк. через банк
S1135,98,АВТОПЕГАС-21,AVTOPEGAS-21,АВТОПЕГАС-21. автосервис,Независимый,Все марки,Москва,Большая Семёновская. 10 ст15,37.70149505,55.78226765,(495) 727-38-89,avtopegas21.ru,,,Наличный расчет
S1136,99,Автоплей,Avtoplej,Автоплей. автосервис,Независимый,Все марки,Москва,Самокатная. 2а - 1 этаж,37.67712047,55.75864465,8-926-162-63-04. (495) 729-89-54,www.автоплей.рф,10:00-19:00,10:00-19:00,Наличный расчет
S1137,100,Автопомощь. г. Подольск,Avtopomoshh__g__Podolsk,Автопомощь. служба эвакуации и ремонта автомобилей. г. Подольск,Независимый,Все марки,Подольск,Железнодорожная. 7,37.56743411,55.43319904,8-926-805-05-15,нет,9:00-21:00,9:00-21:00,Наличный расчет
S1138,101,Автопост 2000,Avtopost_2000,Автопост 2000. автосервис,Независимый,Audi. Volkswagen. Mercedes. BMW. Skoda. Mini. Porsche,Москва,Остаповский проезд. 9 ст14 - 1 этаж,37.71378632,55.719734,,www.autopost.ru,9:00-21:00,9:00-21:00,Наличный расчет. Оплата через банк. Visa. MasterCard. через банк. Visa. MasterCard
S1139,102,Автопрайд,Avtoprajd,Автопрайд. автосервис,Независимый,Все марки,Щёлково (Щёлковский район),Фряновское шоссе. 1Б ст1,38.01141053,55.92803937,8-926-556-82-62,нет,9:00-21:00,9:00-21:00,Наличный расчет. Оплата через банк. через банк
S1140,103,АвтоПрестиж,AvtoPrestizh,АвтоПрестиж. техцентр,Независимый,SsangYong. Hyundai. KIA ,Москва,Юрловский проезд. вл2а,37.62898321,55.86293145,(495) 514-53-27,www.ssangyong-remont.ru,9:00-20:00,9:00-20:00,Наличный расчет
S1141,104,Автоприз,Avtopriz,Автоприз. автосервис,Независимый,Audi.Volkswagen. Skoda. Seat. Porsche,Москва,Мартеновская. 22 ст3,37.80108662,55.75145503,8-917-589-30-29. (495) 727-78-00,нет,9:00-21:00,10:00-19:00,Наличный расчет. Visa. MasterCard. Maestro Card
S1142,105,Автопрофиль,Avtoprofil,Автопрофиль. автотехцентр,Независимый,Все марки,Москва,Севастопольский проспект. 28 к1 ст1,37.57735169,55.66494197,(495) 331-16-11. 8-915-314-26-91,www.auto-profile.com,10:00-21:00,10:00-21:00,Наличный расчет
S1143,106,АвтоПрофи. ООО,AvtoProfi__OOO,АвтоПрофи. ООО. автосервис,Независимый,Все марки,Москва,Южнопортовый 2-й проезд. 10,37.69082962,55.69988189,8-909-981-70-77,нет,10:00-19:00,выходной,Наличный расчет. Оплата через банк. Visa. MasterCard. через банк. Visa. MasterCard
S1144,107,Авторадуга,Avtoraduga,Авторадуга. техцентр,Независимый,Все марки,Москва,Люблинская. 18а,37.7316838,55.69593691,(495) 662-20-15,www.radugaservice.ru,10:00-20:00,10:00-20:00,Наличный расчет
S1145,108,Авторад.,Avtorad,Авторад. шинный сервис,Независимый,Все марки,Одинцово (Одинцовский район),Северная. 35в,37.25419845,55.6846237,8-916-411-67-27,нет,,,Наличный расчет
S1146,109,Авторай у Виталия,Avtoraj_u_Vitalija,Авторай у Виталия. автосервис,Независимый,Все марки,Москва,Нижние Мнёвники. 39,37.45735704,55.75437259,8-964-783-86-64,нет,10:00-21:00,10:00-21:00,Наличный расчет
S1147,110,АвтоРай,AvtoRaj,АвтоРай. автотехцентр,Независимый,Land-Rover. Toyota. BMW. Jaguar. Lexus. MINI. Hyundai. KIA ,Красногорск (Красногорский район),Вокзальная. 27Б,37.34787792,55.81582782,(495) 517-44-55,www.5174455.ru,10:00-20:00,10:00-20:00,Наличный расчет. Оплата через банк. через банк
S1148,111,Авторелит,Avtorelit,Авторелит. автотехцентр,Независимый,BMW. MINI,Люберцы (Люберецкий район),Инициативная. 38а,37.90484298,55.68212437,(495) 585-84-89,bmwmotors.ru,9:00-19:00,выходной,Наличный расчет
S1149,112,АвтоРемонтСервис,AvtoRemontServis,АвтоРемонтСервис. автосервис,Независимый,Все марки,Москва,Большая Юшуньская. 7Б - 1 этаж,37.59106101,55.64690645,(495) 318-86-18,нет,10:00-21:00,10:00-21:00,Наличный расчет
S1150,113,Авторемонт. ООО,Avtoremont__OOO,Авторемонт. ООО,Независимый,Все марки,Москва,Тропаревская. 4 - 1 этаж,37.4639975,55.66391549,(495) 438-11-38,www.avtolanko.ru,9:00-21:00,9:00-21:00,Наличный расчет. Оплата через банк. через банк
S1151,114,Авторемпласт,Avtoremplast,Авторемпласт. автомастерская,Независимый,Все марки,Москва,Варшавское шоссе. 37 к4 - 1 этаж,37.62746292,55.68738037,(495) 506-89-35. 8-916-801-77-80. 8-926-831-09-18,avtoremplast.ru,10:00-20:00,10:00-20:00,Наличный расчет. Оплата через банк. через банк
S1152,115,Авторитет. ООО,Avtoritet__OOO,Авторитет. ООО. автосервис,Независимый,Все марки,Москва,Ташкентская. 28,37.80595982,55.69907106,(495) 772-16-61. (495) 755-16-45,www.av-t.ru,9:00-20:00,9:00-20:00,Наличный расчет. Оплата через банк. через банк
S1153,116,Авторолл. ,Avtoroll,Авторолл. СТО,Независимый,Audi. Volkswagen. Skoda. Seat,Москва,Москворечье. вл1,37.64089976,55.65250286,(495) 789-68-33. (495) 589-25-75. (495) 589-25-74,autorol.ru,,,Наличный расчет. Visa. MasterCard. Maestro Card
S1154,117,Автосервис в Леснорядском переулке. 18 ст1,Avtoservis_v_Lesnorjadskom_pereulke__18_st1,Автосервис в Леснорядском переулке. 18 ст1,Независимый,Все марки,Москва,Леснорядский пер. 18 ст1,37.67776419,55.78237567,(495) 775-12-55,нет,10:00-20:00,10:00-20:00,Наличный расчет
S1155,118,Автосервис в Павловской Слободе,Avtoservis_v_Pavlovskoj_Slobode,Автосервис в Павловской Слободе,Независимый,Все марки,Павловская Слобода (Истринский район),Садовая. 1,37.07753105,55.81197212,8-916-458-57-78. 8-985-861-48-57. 8-985-861-48-56,autoservissloboda.ru,,,Наличный расчет. Оплата через банк. через банк
S1156,119,Автосервис для легковых автомобилей. ООО АвтоФрезер,Avtoservis_dlja_legkovyh_avtomobilej__OOO_AvtoFrezer,Автосервис для легковых автомобилей. ООО АвтоФрезер,Независимый,Все марки,Москва,Фрезерная 1-я. 2/1 ст1 - 1 этаж,37.74004934,55.74160519,8-903-968-21-25. (495) 968-21-25,www.avtofrezer.com,0:00 - 24:00 ,0:00 - 24:00 ,Наличный расчет. Оплата через банк. через банк
S1157,120,Автосервис на Амурской. ИП Ткач В.В.,Avtoservis_na_Amurskoj__IP_Tkach_V_V,Автосервис на Амурской. ИП Ткач В.В.,Независимый,Все марки,Москва,Амурская. 5 к3,37.76330906,55.81063765,(499) 163-03-49. 8-985-231-81-74,www.servisvao.ru,,,Наличный расчет. Оплата через банк. через банк
S1158,121,Автосервис на Большой Академической. 38 ст11,Avtoservis_na_Bolshoj_Akademicheskoj__38_st11,Автосервис на Большой Академической. 38 ст11,Независимый,Все марки,Москва,Большая Академическая. 38 ст11,37.53300777,55.83151777,8-926-420-20-38,нет,9:00-21:00,9:00-17:00,Наличный расчет
S1159,122,Автосервис на Большой Академической. 72 ст3,Avtoservis_na_Bolshoj_Akademicheskoj__72_st3,Автосервис на Большой Академической. 72 ст3,Независимый,Все марки,Москва,Большая Академическая. 72 ст3,37.55716536,55.84315319,,нет,8:00-22:00,8:00-22:00,Наличный расчет
S1160,123,Автосервис на Бронницкой. 14,Avtoservis_na_Bronnickoj__14,Автосервис на Бронницкой. 14,Независимый,Все марки,Подольск,Бронницкая. 14,37.57735565,55.43039942,8-915-417-82-81. 8-925-348-77-88. 8-925-183-55-88,нет,9:00-21:00,9:00-21:00,Наличный расчет. Оплата через банк. через банк
S1161,124,Автосервис на Дмитровском шоссе. 67 ст4,Avtoservis_na_Dmitrovskom_shosse__67_st4,Автосервис на Дмитровском шоссе. 67 ст4,Независимый,Все марки,Москва,Дмитровское шоссе. 67 ст4,37.56485436,55.85073376,(495) 517-35-37. 8-906-744-60-37,нет,9:00-19:00,9:00-19:00,Наличный расчет
S1162,125,Автосервис на Дмитровском шоссе. 163,Avtoservis_na_Dmitrovskom_shosse__163,Автосервис на Дмитровском шоссе. 163,Независимый,Все марки,Москва,Дмитровское шоссе. 163,37.54075269,55.91098842,(495) 485-07-00,servisdmitrovka.ru,9:00-20:00,выходной,Наличный расчет. Оплата через банк. через банк
S1163,126,Автосервис на Кантемировской. 58 к2,Avtoservis_na_Kantemirovskoj__58_k2,Автосервис на Кантемировской. 58 к2,Независимый,Все марки,Москва,Кантемировская. 58 к2,37.64382061,55.63875088,(495) 325-49-48,нет,9:00-20:00,9:00-20:00,Наличный расчет. Оплата через банк. через банк
S1164,127,Автосервис на Касимовской. 2,Avtoservis_na_Kasimovskoj__2,Автосервис на Касимовской. 2,Независимый,Все марки,Москва,Касимовская. 2,37.65309666,55.59924658,8-926-454-01-55,нет,10:00-21:00,10:00-20:00,Наличный расчет
